Hours_Studied,Attendance,Parental_Involvement,Motivation_Level,Teacher_Quality,Exam_Score,Perf
20,88,Medium,Medium,Medium,67,Low
13,64,Medium,High,Low,60,Low
29,83,High,Medium,High,73,Medium
31,70,High,High,Medium,67,Low
10,77,Low,High,Medium,62,Low
14,85,Medium,High,Medium,67,Low
18,70,High,Medium,High,65,Low
14,62,Medium,Medium,Medium,61,Low
23,60,High,Low,Medium,61,Low
16,61,High,Low,Medium,60,Low
33,60,High,Low,Low,68,Low
27,64,High,Low,High,65,Low
21,70,High,Low,Low,67,Low
26,69,High,Low,Low,67,Low
27,99,High,Low,Medium,74,Medium
17,72,Low,Low,Medium,64,Low
15,65,Medium,Low,Low,64,Low
20,82,Medium,Medium,High,67,Low
25,94,High,High,Medium,74,Medium
21,87,Medium,High,Low,69,Low
11,72,Low,High,Low,62,Low
15,82,Medium,Medium,Medium,66,Low
20,89,High,Low,Medium,69,Low
20,89,High,Medium,Medium,68,Low
32,87,High,Medium,Medium,74,Medium
12,95,Medium,Medium,High,68,Low
23,95,Medium,High,Medium,73,Medium
29,83,Medium,Low,Medium,70,Low
34,77,Medium,Medium,Medium,69,Low
18,86,Medium,Medium,High,68,Low
23,93,Medium,High,Medium,71,Medium
23,60,Low,Low,Medium,64,Low
21,100,Medium,Low,Low,71,Medium
19,67,Medium,Medium,High,65,Low
23,79,Low,High,Medium,68,Low
5,95,Medium,Low,High,67,Low
24,69,Medium,Medium,High,67,Low
21,79,Medium,Low,Medium,67,Low
19,65,Medium,Low,Medium,63,Low
32,76,Medium,Medium,Low,68,Low
16,67,High,Medium,High,66,Low
18,75,Medium,High,High,67,Low
32,75,Medium,Medium,Medium,68,Low
15,100,High,Medium,Medium,72,Medium
17,100,Medium,Low,High,70,Low
19,65,Low,Low,Medium,62,Low
25,89,Medium,Medium,Medium,69,Low
21,62,Medium,Low,Medium,61,Low
12,61,Medium,Low,Medium,58,Low
17,64,Low,Medium,Medium,63,Low
16,99,High,High,Medium,71,Medium
20,98,Low,Low,High,70,Low
23,68,High,Medium,Medium,64,Low
23,66,High,Low,Medium,63,Low
9,70,High,Low,Medium,63,Low
26,81,High,High,High,71,Medium
22,83,Low,Medium,Low,65,Low
28,69,High,Low,Medium,68,Low
23,90,Medium,High,Medium,70,Low
27,72,High,Medium,Low,68,Low
23,97,Medium,Medium,Medium,69,Low
28,86,Medium,Medium,Medium,70,Low
23,77,High,Low,High,67,Low
19,92,Low,Medium,Medium,69,Low
34,93,Low,Low,Medium,73,Medium
25,72,Medium,Low,Low,68,Low
23,74,High,Medium,Medium,67,Low
12,97,Medium,Low,Medium,67,Low
12,67,Medium,Medium,High,64,Low
22,62,High,Medium,Medium,63,Low
21,78,Low,Medium,Low,67,Low
16,92,Medium,Medium,High,70,Low
21,91,High,High,Medium,71,Medium
30,97,Medium,High,Medium,74,Medium
24,81,Medium,High,Low,70,Low
13,64,Low,Medium,Medium,59,Low
19,84,Low,Medium,Medium,64,Low
15,91,Low,Low,High,67,Low
18,64,Medium,Medium,Medium,63,Low
18,67,Low,Medium,Low,66,Low
17,60,Medium,Medium,Medium,62,Low
12,84,Low,Medium,High,65,Low
19,95,High,Medium,Medium,73,Medium
17,87,High,High,High,70,Low
2,99,Medium,Low,Medium,62,Low
32,63,Medium,Medium,Low,68,Low
27,96,High,Medium,Medium,74,Medium
18,93,Medium,Low,Medium,96,High
20,73,High,High,High,66,Low
13,99,Low,Medium,Medium,69,Low
30,72,High,Medium,Medium,70,Low
31,96,Medium,Medium,Medium,73,Medium
21,95,Low,Low,High,69,Low
26,90,High,Medium,Medium,71,Medium
21,83,High,Low,Low,65,Low
12,65,Medium,Medium,Medium,62,Low
18,81,High,Low,,69,Low
21,74,Low,High,Medium,65,Low
17,92,Medium,Medium,Medium,68,Low
19,90,Low,High,Medium,65,Low
19,96,Medium,Medium,Medium,72,Medium
20,61,High,Medium,Medium,67,Low
20,92,Medium,Medium,High,68,Low
14,98,Low,Medium,High,68,Low
16,92,Medium,Low,Medium,66,Low
12,65,Medium,High,Medium,62,Low
26,63,Medium,Medium,High,65,Low
7,61,Low,High,Medium,60,Low
27,85,High,Medium,High,70,Low
28,85,Medium,Low,Medium,68,Low
18,99,Medium,Low,Medium,72,Medium
4,76,Medium,Medium,Medium,63,Low
18,73,Medium,Low,Medium,63,Low
20,85,Low,Low,Medium,67,Low
14,93,Medium,Low,Medium,68,Low
17,97,Medium,Low,Medium,69,Low
29,92,High,Low,High,75,Medium
24,77,Low,High,Medium,67,Low
14,85,High,Medium,High,69,Low
10,94,Low,Low,Medium,65,Low
18,80,Low,Medium,Medium,65,Low
19,69,Medium,Low,Medium,63,Low
23,67,Low,Medium,Medium,65,Low
17,60,Medium,Medium,Medium,58,Low
23,89,High,Low,High,70,Low
32,64,Low,Medium,Low,66,Low
25,70,Medium,Medium,Medium,63,Low
20,72,Medium,Low,Medium,62,Low
19,82,Medium,High,Medium,69,Low
18,76,Medium,High,High,66,Low
27,87,High,Medium,High,68,Low
16,62,Low,Low,Medium,62,Low
20,65,High,Medium,High,64,Low
20,80,Medium,Low,Medium,65,Low
17,73,Medium,Low,Medium,64,Low
12,72,Medium,High,Medium,65,Low
22,63,Medium,Low,Medium,65,Low
20,96,Low,Medium,Medium,70,Low
23,88,Low,High,Medium,71,Medium
17,65,Medium,Low,High,65,Low
27,63,High,Medium,High,67,Low
15,99,Low,High,Medium,68,Low
30,87,High,Low,Medium,73,Medium
10,77,Medium,Medium,High,64,Low
23,88,High,Low,Medium,71,Medium
23,90,Medium,Medium,High,70,Low
15,91,Low,Medium,Medium,68,Low
23,79,High,Medium,Medium,68,Low
28,77,Low,Medium,Medium,68,Low
7,60,Medium,Low,Medium,59,Low
23,97,Medium,Medium,High,74,Medium
5,84,Medium,Low,High,62,Low
14,68,High,High,Medium,64,Low
30,97,High,Medium,Medium,76,Medium
17,97,High,Medium,Medium,70,Low
13,100,High,Medium,Low,69,Low
19,95,Medium,High,High,69,Low
32,100,Low,Medium,Medium,74,Medium
9,70,High,Low,High,62,Low
14,94,Medium,High,High,70,Low
29,93,Low,Medium,High,71,Medium
31,69,Medium,Low,Medium,68,Low
19,64,High,Low,Medium,66,Low
13,99,Low,High,Medium,67,Low
33,72,High,Low,High,71,Medium
30,95,Medium,Medium,Medium,74,Medium
24,60,Low,Low,Medium,65,Low
15,61,High,Medium,Medium,60,Low
20,79,High,Low,Medium,69,Low
19,70,Medium,Low,Medium,65,Low
22,88,Medium,Medium,Medium,69,Low
29,83,Medium,High,Medium,70,Low
25,63,High,Medium,High,65,Low
14,67,Low,Low,Medium,57,Low
28,76,Medium,Low,High,68,Low
22,67,High,Medium,Low,67,Low
24,92,Medium,Medium,Medium,70,Low
29,77,Medium,Medium,Medium,68,Low
13,64,High,Medium,Medium,62,Low
20,79,High,Medium,Medium,67,Low
17,64,High,Medium,Medium,66,Low
11,65,Medium,Medium,High,60,Low
22,70,High,Low,,65,Low
35,94,High,Medium,High,75,Medium
9,97,Low,Medium,High,67,Low
20,93,Medium,Medium,Medium,71,Medium
24,73,Low,Medium,Medium,63,Low
21,71,High,Low,High,67,Low
19,82,High,Low,Medium,68,Low
12,89,High,Low,High,65,Low
21,100,Low,Medium,Medium,72,Medium
15,65,Medium,Medium,Medium,61,Low
7,62,Low,Medium,Low,60,Low
27,88,High,Medium,Medium,72,Medium
26,93,Medium,Medium,Medium,72,Medium
20,94,Low,Medium,Medium,70,Low
21,87,Low,High,Medium,67,Low
26,98,Medium,Medium,High,71,Medium
21,80,Medium,Medium,Medium,66,Low
25,97,High,Low,High,72,Medium
18,99,Medium,Medium,Medium,70,Low
28,94,Medium,Medium,Medium,71,Medium
22,72,Low,High,Medium,64,Low
21,68,Medium,Medium,Medium,66,Low
12,82,High,Low,Medium,64,Low
22,78,Medium,Medium,Medium,67,Low
15,95,Low,High,Medium,67,Low
16,64,High,Medium,High,64,Low
15,70,Low,Low,Medium,61,Low
14,90,High,Medium,Medium,99,High
33,64,Medium,Low,Medium,67,Low
28,73,Medium,High,High,72,Medium
32,75,Low,Medium,Medium,66,Low
13,85,Low,High,High,68,Low
20,66,High,Low,High,64,Low
12,94,High,High,Medium,69,Low
16,78,Medium,Low,Medium,65,Low
14,97,Low,Medium,Medium,66,Low
27,79,High,Low,High,73,Medium
18,71,Medium,Low,Medium,63,Low
26,66,Medium,High,Medium,66,Low
24,60,Medium,Low,High,65,Low
34,81,Medium,Low,High,71,Medium
11,64,Medium,High,Medium,58,Low
28,76,Medium,Medium,High,68,Low
27,84,Medium,Medium,Medium,69,Low
14,71,High,Low,Medium,63,Low
26,67,Medium,Medium,Medium,66,Low
22,91,Medium,Medium,High,69,Low
19,98,Medium,Medium,Medium,69,Low
15,64,High,Medium,Medium,63,Low
16,66,Low,Medium,Medium,65,Low
32,98,Low,Medium,Low,76,Medium
20,62,High,High,High,67,Low
25,99,Low,Medium,High,70,Low
15,60,Medium,Medium,High,60,Low
15,95,High,Medium,High,68,Low
26,72,Medium,Medium,Medium,68,Low
12,98,Low,Medium,Medium,70,Low
18,73,Medium,High,Medium,68,Low
20,86,High,Medium,Low,69,Low
21,63,Medium,Medium,Medium,62,Low
19,70,High,Medium,Low,64,Low
22,91,High,Low,Medium,71,Medium
24,81,Medium,Medium,Medium,68,Low
24,97,High,High,Low,72,Medium
14,77,Medium,Low,High,64,Low
18,95,Medium,Medium,High,73,Medium
27,78,Medium,Low,Medium,69,Low
25,99,Low,Medium,Low,70,Low
12,98,Medium,Medium,High,69,Low
22,73,Medium,Medium,Medium,64,Low
8,95,Medium,Low,Medium,66,Low
20,94,Medium,High,Medium,69,Low
31,68,High,Low,Medium,68,Low
14,85,Medium,Medium,Medium,65,Low
15,63,High,Medium,Medium,62,Low
25,93,High,Medium,Medium,75,Medium
11,67,Medium,Low,Medium,60,Low
16,63,Medium,Medium,Medium,63,Low
24,76,Medium,Medium,Medium,66,Low
16,83,High,Medium,Medium,67,Low
19,94,Low,Medium,Medium,68,Low
24,99,Medium,Medium,Medium,72,Medium
23,78,Low,High,Medium,66,Low
22,62,Medium,Medium,Medium,63,Low
18,90,Medium,Medium,High,71,Medium
22,83,Low,High,Medium,67,Low
19,78,Medium,Medium,Medium,66,Low
23,72,High,Medium,High,66,Low
17,80,High,Medium,Medium,68,Low
19,74,Medium,High,Medium,66,Low
14,90,High,Medium,Medium,68,Low
20,82,High,Medium,Medium,68,Low
15,95,Low,Low,High,68,Low
13,82,Medium,Low,High,66,Low
22,70,High,Medium,High,66,Low
21,94,Medium,Low,High,70,Low
25,82,High,Low,Medium,68,Low
17,68,Medium,High,Low,65,Low
22,85,Low,High,Medium,70,Low
23,74,Medium,Medium,Medium,66,Low
23,94,Medium,Medium,Medium,68,Low
15,78,Medium,High,Medium,64,Low
21,89,Medium,Medium,Medium,69,Low
22,64,Medium,Low,Medium,65,Low
20,76,Medium,Low,High,69,Low
7,99,Low,Low,High,66,Low
21,92,High,Medium,Low,68,Low
33,66,Medium,Medium,Medium,70,Low
18,71,High,Medium,High,65,Low
16,73,High,Medium,High,65,Low
22,86,Medium,Medium,Medium,68,Low
22,90,Low,Low,Medium,67,Low
27,90,High,Medium,Medium,72,Medium
12,80,High,High,High,70,Low
24,92,Low,High,High,72,Medium
24,77,High,Low,Medium,71,Medium
19,65,Low,Low,High,64,Low
22,83,Low,Medium,Medium,69,Low
26,98,Medium,Medium,Medium,73,Medium
25,92,Low,Medium,Medium,70,Low
13,83,High,Medium,Medium,68,Low
25,86,High,Medium,High,71,Medium
20,97,Medium,Low,High,71,Medium
20,77,Low,High,Medium,66,Low
20,73,Medium,Low,High,68,Low
19,99,Medium,Low,Medium,70,Low
27,95,Medium,Low,Medium,72,Medium
19,73,Low,High,Low,66,Low
13,79,Medium,Low,Medium,65,Low
18,77,Medium,High,Medium,66,Low
21,66,High,Low,Medium,65,Low
27,98,High,Low,Medium,72,Medium
24,76,Medium,Medium,Medium,68,Low
15,95,Medium,High,Medium,68,Low
35,68,Low,Medium,Low,67,Low
22,82,Medium,Low,Medium,68,Low
28,61,High,High,High,67,Low
19,91,Medium,Low,High,69,Low
23,83,Low,Medium,Medium,65,Low
25,85,Medium,Medium,High,70,Low
27,62,High,Low,Medium,64,Low
26,68,Medium,Medium,High,66,Low
25,63,Low,Medium,Medium,64,Low
18,72,High,High,High,66,Low
17,85,Medium,Medium,Medium,67,Low
22,83,Medium,Medium,Low,68,Low
26,84,Medium,Medium,High,71,Medium
19,82,High,Medium,High,67,Low
26,71,High,Medium,Medium,69,Low
29,70,Medium,Low,Medium,67,Low
15,65,Low,Medium,Medium,61,Low
15,94,Medium,Medium,High,68,Low
19,85,Low,Medium,Low,67,Low
22,67,Low,Low,High,64,Low
17,67,Medium,Medium,High,63,Low
28,95,Low,High,High,72,Medium
23,90,High,Low,Medium,69,Low
20,86,Low,Medium,Low,66,Low
11,76,Medium,Low,High,64,Low
12,70,Low,Medium,High,61,Low
22,99,Medium,Medium,Low,71,Medium
7,92,Low,Medium,Medium,63,Low
26,72,Medium,Low,Low,65,Low
19,94,High,Medium,Medium,71,Medium
39,90,High,High,High,78,Medium
34,72,Medium,Low,Medium,73,Medium
19,77,Low,Low,High,65,Low
19,67,Low,High,Medium,66,Low
26,64,High,Low,High,66,Low
30,89,Medium,Medium,Medium,74,Medium
10,71,Medium,Low,Medium,62,Low
9,93,High,Low,Medium,66,Low
16,100,High,Medium,Medium,71,Medium
23,63,High,Medium,Medium,67,Low
23,79,High,Low,High,69,Low
26,92,Medium,Medium,Medium,72,Medium
13,92,High,Medium,Medium,72,Medium
6,90,Medium,Medium,High,65,Low
25,74,High,High,Medium,71,Medium
15,78,Medium,Medium,High,64,Low
8,84,Medium,Low,Medium,61,Low
21,99,Medium,Low,High,69,Low
25,73,Low,Medium,Medium,65,Low
19,97,Medium,High,High,69,Low
17,71,Medium,Low,Low,64,Low
19,100,Medium,High,Medium,69,Low
18,87,Medium,Low,Medium,68,Low
12,79,Medium,Low,Medium,63,Low
16,85,Low,High,High,66,Low
23,71,Medium,Low,,65,Low
22,71,High,Medium,High,66,Low
21,65,Medium,Medium,Medium,67,Low
14,65,Medium,Low,High,62,Low
19,74,Medium,Medium,High,66,Low
7,91,High,High,Medium,68,Low
21,84,Medium,Medium,High,68,Low
29,64,Low,Medium,High,63,Low
11,94,High,Medium,Low,66,Low
16,84,High,Low,Medium,65,Low
22,98,High,Medium,Medium,72,Medium
28,87,Medium,Medium,Low,70,Low
17,67,High,Medium,Medium,63,Low
16,79,Medium,Medium,High,65,Low
8,86,High,Low,Medium,65,Low
21,61,High,Medium,Medium,66,Low
32,61,High,High,Medium,68,Low
22,65,Medium,Low,Medium,64,Low
20,70,High,Low,Medium,66,Low
22,77,Low,Medium,High,68,Low
20,79,Low,Medium,Medium,64,Low
15,66,Medium,Low,Medium,62,Low
25,87,Medium,Medium,Medium,67,Low
21,84,Low,Medium,Medium,67,Low
20,72,Medium,Low,Medium,65,Low
14,61,Low,Medium,Medium,59,Low
28,63,Medium,Low,Medium,66,Low
24,76,High,Medium,Medium,68,Low
17,66,High,Medium,Low,63,Low
26,75,Medium,Medium,Medium,68,Low
17,85,High,Low,High,68,Low
15,82,Medium,Medium,High,66,Low
15,69,High,Low,,63,Low
9,74,Medium,Low,Medium,61,Low
23,85,High,Low,Low,68,Low
9,94,High,Low,High,66,Low
13,90,Medium,High,Medium,69,Low
8,82,Medium,Medium,Medium,64,Low
19,74,Medium,High,Medium,68,Low
19,75,Medium,Low,High,66,Low
18,95,Medium,Medium,Medium,68,Low
14,62,Medium,Low,Medium,62,Low
13,100,Medium,Low,Medium,68,Low
23,87,Medium,Medium,High,69,Low
17,87,High,Medium,Medium,70,Low
22,62,High,Low,Medium,65,Low
15,84,Low,Medium,Medium,68,Low
21,79,Medium,Low,Medium,67,Low
28,64,Low,Medium,Low,64,Low
24,71,Low,Medium,Medium,63,Low
18,96,Medium,Medium,Medium,67,Low
22,82,High,Medium,High,66,Low
19,77,High,Medium,Medium,67,Low
20,63,Medium,Medium,Medium,63,Low
18,89,Medium,Medium,High,69,Low
19,88,High,Medium,Medium,70,Low
21,85,High,Medium,Medium,70,Low
14,80,High,Medium,Medium,65,Low
14,77,Low,Low,Medium,64,Low
12,84,Medium,High,High,67,Low
10,69,Low,Medium,Medium,61,Low
13,98,Medium,Medium,High,70,Low
21,84,High,High,Medium,68,Low
15,72,Medium,High,Medium,64,Low
23,78,High,Medium,Medium,68,Low
20,92,Medium,Low,Medium,68,Low
8,66,High,Medium,Medium,63,Low
24,72,Low,Low,Medium,65,Low
25,87,Low,Medium,Low,69,Low
14,73,Medium,Medium,High,63,Low
23,92,Low,Medium,Medium,69,Low
15,65,High,Medium,Medium,61,Low
21,91,Low,Medium,Medium,69,Low
12,63,High,Low,Low,62,Low
9,61,Low,Medium,Medium,58,Low
18,96,Medium,Medium,Medium,71,Medium
19,83,High,Medium,Medium,69,Low
18,74,High,High,High,68,Low
13,69,Medium,Medium,High,61,Low
18,85,High,Medium,Medium,67,Low
22,80,Medium,Medium,Medium,68,Low
20,100,Medium,Medium,Medium,72,Medium
21,99,High,Medium,Medium,71,Medium
16,85,Medium,Low,Medium,67,Low
27,78,Medium,Medium,Medium,68,Low
13,80,Medium,Medium,Medium,64,Low
23,87,Medium,High,Medium,73,Medium
27,64,Low,Medium,High,65,Low
23,73,Low,High,Medium,67,Low
19,63,High,Low,Medium,63,Low
17,63,Medium,Medium,Medium,63,Low
26,68,Medium,High,Medium,69,Low
11,79,High,Medium,Low,68,Low
14,91,Medium,Medium,High,68,Low
18,79,High,Medium,Medium,69,Low
27,73,High,High,High,73,Medium
22,63,High,High,High,66,Low
14,82,Medium,Medium,Medium,68,Low
18,71,Medium,Medium,Low,65,Low
16,85,Medium,High,Medium,67,Low
16,99,Medium,Low,Medium,70,Low
26,64,Medium,Medium,Medium,66,Low
12,68,Medium,High,Medium,64,Low
30,79,Medium,Medium,Medium,69,Low
25,99,Low,Medium,Medium,71,Medium
27,91,Medium,Medium,Low,68,Low
17,96,High,Low,Medium,68,Low
19,73,Low,High,High,66,Low
11,100,Low,Medium,High,70,Low
17,64,Medium,Medium,High,65,Low
23,62,Medium,Medium,Medium,63,Low
28,94,Low,Medium,Medium,70,Low
13,97,Low,Medium,Medium,67,Low
18,64,Medium,Medium,Medium,63,Low
19,65,High,Medium,High,64,Low
12,61,Low,Medium,Medium,60,Low
24,64,Medium,Low,Medium,62,Low
16,68,Medium,High,High,65,Low
19,99,Low,Medium,Low,69,Low
17,87,Medium,Low,High,68,Low
15,91,Medium,Medium,High,66,Low
20,91,High,Low,Medium,72,Medium
19,81,Medium,Medium,Medium,68,Low
18,92,Medium,Medium,Medium,69,Low
16,84,Medium,Low,High,65,Low
22,73,High,Low,Medium,65,Low
30,82,Low,Low,High,70,Low
21,81,Medium,High,Medium,67,Low
26,93,High,Medium,Medium,73,Medium
12,99,High,Medium,Low,70,Low
21,76,Medium,Medium,Low,66,Low
13,91,Medium,Medium,Medium,68,Low
11,64,Medium,Medium,Medium,61,Low
16,91,Medium,Low,Medium,70,Low
27,75,Medium,Low,Medium,66,Low
26,62,High,Medium,Medium,67,Low
21,75,High,High,High,69,Low
11,84,Medium,Low,Medium,64,Low
19,65,High,Low,High,65,Low
22,97,High,Low,High,75,Medium
21,63,High,Medium,Medium,63,Low
9,97,High,Low,Medium,69,Low
15,88,Medium,Low,High,68,Low
20,73,Medium,Medium,High,66,Low
23,76,Low,Low,Medium,66,Low
7,90,Low,Low,Medium,66,Low
19,84,Medium,Medium,Low,68,Low
21,87,Low,Medium,Low,65,Low
25,76,Medium,High,Medium,70,Low
24,80,Medium,Medium,Low,68,Low
23,100,Medium,Low,High,70,Low
15,69,Low,Medium,Medium,61,Low
9,77,Low,Medium,Medium,61,Low
18,72,Low,Low,Medium,64,Low
26,91,Low,Low,Medium,71,Medium
28,91,High,Low,Low,72,Medium
24,72,Medium,High,Medium,66,Low
23,63,Medium,High,Medium,63,Low
22,60,Low,Medium,Medium,62,Low
17,77,Medium,Low,Medium,65,Low
19,76,Medium,Medium,Medium,66,Low
30,100,Low,Medium,High,72,Medium
14,79,High,Medium,Medium,68,Low
30,70,High,High,Medium,70,Low
18,96,Medium,Medium,High,70,Low
28,80,Medium,High,Medium,73,Medium
12,84,Medium,High,High,67,Low
24,64,Medium,Medium,Medium,65,Low
16,75,High,Medium,High,65,Low
12,98,Low,Medium,Medium,65,Low
21,84,Medium,Medium,Medium,70,Low
26,74,Medium,Medium,Medium,66,Low
15,85,Medium,Medium,Low,65,Low
11,96,High,Medium,Medium,68,Low
19,71,Medium,Medium,Medium,66,Low
19,80,Low,High,Medium,65,Low
23,98,Medium,Low,High,71,Medium
26,67,Low,Medium,Medium,65,Low
20,89,Low,High,Medium,70,Low
31,85,Medium,Low,High,69,Low
21,87,Medium,High,Medium,71,Medium
18,74,Medium,Medium,High,67,Low
10,73,Medium,High,Medium,64,Low
18,87,Low,High,High,82,Medium
18,69,Medium,Medium,Medium,66,Low
26,77,Low,Low,High,66,Low
23,68,High,Medium,Medium,65,Low
13,60,Medium,Low,High,61,Low
21,99,Medium,High,Low,72,Medium
24,77,High,Medium,Medium,70,Low
29,99,Medium,Low,Medium,71,Medium
25,66,High,Medium,Medium,84,Medium
25,83,High,Low,High,72,Medium
20,68,Medium,Medium,High,67,Low
22,92,High,Medium,Medium,72,Medium
27,91,Low,Low,Low,70,Low
12,65,Medium,Medium,High,62,Low
18,96,High,Low,Medium,71,Medium
15,68,Low,Low,Low,62,Low
22,85,Medium,Low,Low,68,Low
27,99,High,High,Medium,74,Medium
16,95,High,Medium,Low,68,Low
6,98,Medium,Medium,Medium,64,Low
18,74,High,Medium,Medium,65,Low
25,64,Medium,Medium,Low,66,Low
23,68,Medium,Low,Medium,68,Low
23,80,Medium,Low,High,67,Low
18,92,Medium,Low,High,67,Low
12,66,Medium,Low,Low,63,Low
23,86,Medium,Medium,Medium,71,Medium
15,73,Medium,Low,High,63,Low
33,74,Medium,Medium,Medium,66,Low
23,86,High,Low,Medium,67,Low
17,79,Medium,Medium,Medium,66,Low
16,92,Medium,High,Medium,70,Low
19,66,High,Low,Medium,64,Low
19,92,Medium,Low,Medium,71,Medium
27,63,High,Medium,Medium,68,Low
21,68,Low,Low,Medium,64,Low
16,86,Medium,Low,High,66,Low
31,94,Low,Low,Low,72,Medium
20,70,Low,High,High,66,Low
25,73,Medium,Medium,High,70,Low
16,81,Medium,High,Medium,66,Low
22,68,High,Medium,Medium,68,Low
22,92,Medium,High,Low,70,Low
9,91,Medium,High,Medium,64,Low
32,66,High,High,Medium,71,Medium
28,79,Medium,Low,Medium,72,Medium
18,91,High,Medium,High,71,Medium
13,73,Medium,Medium,High,63,Low
22,85,Low,Medium,Low,68,Low
21,62,Medium,Medium,Medium,63,Low
22,84,Medium,Medium,Low,66,Low
21,66,Medium,High,Medium,63,Low
23,93,High,High,Medium,72,Medium
29,74,Medium,High,High,70,Low
23,71,Medium,Medium,High,65,Low
14,94,Medium,Medium,Medium,67,Low
28,62,Low,Medium,High,66,Low
30,76,Medium,Medium,High,69,Low
39,75,Medium,High,Low,73,Medium
13,71,Medium,High,Medium,66,Low
21,96,Medium,Medium,Medium,70,Low
8,90,High,High,Medium,68,Low
23,63,Low,Medium,High,65,Low
17,89,Medium,Medium,Medium,67,Low
32,81,High,High,Medium,71,Medium
15,96,High,Medium,Low,70,Low
10,73,Medium,Low,Medium,61,Low
17,83,High,Medium,Medium,69,Low
8,80,Low,Medium,High,63,Low
25,80,Medium,Low,High,67,Low
8,78,High,Medium,Medium,65,Low
20,68,High,High,Low,63,Low
8,90,Medium,High,Low,67,Low
18,78,Low,Medium,Medium,66,Low
30,98,Low,Medium,Medium,72,Medium
22,70,Medium,Low,High,68,Low
15,87,High,Medium,Low,67,Low
20,98,Medium,Medium,High,72,Medium
20,87,Medium,Medium,Medium,66,Low
23,95,Medium,Medium,Medium,73,Medium
12,93,High,Low,High,71,Medium
24,74,Low,High,High,65,Low
4,84,Medium,Medium,High,65,Low
16,66,High,Medium,Medium,65,Low
17,81,Medium,Low,High,68,Low
24,69,High,Medium,Medium,70,Low
20,90,Medium,Low,Low,68,Low
12,81,Low,High,High,62,Low
14,76,Medium,High,Medium,66,Low
21,71,Medium,Low,Medium,65,Low
20,100,Medium,Medium,Medium,71,Medium
17,63,Medium,Low,Medium,61,Low
17,62,Medium,High,Medium,63,Low
24,69,Medium,Low,High,67,Low
17,99,Medium,Low,Medium,70,Low
19,99,Medium,Low,High,73,Medium
33,86,Medium,Medium,,72,Medium
11,95,Medium,Low,High,69,Low
9,69,Low,Medium,Medium,61,Low
25,99,Medium,Medium,High,71,Medium
16,66,Medium,Medium,Medium,64,Low
18,64,Low,Medium,Medium,61,Low
15,64,Medium,Low,Medium,63,Low
18,83,Medium,High,Medium,65,Low
30,91,High,Low,High,73,Medium
25,75,Medium,High,High,68,Low
25,99,Medium,Medium,Medium,72,Medium
12,77,Low,Medium,Medium,62,Low
13,66,High,Low,Medium,63,Low
3,79,Low,Low,Medium,58,Low
15,87,Medium,Medium,High,68,Low
26,93,High,Low,High,74,Medium
23,78,Medium,Medium,Medium,68,Low
19,84,Medium,Medium,Medium,67,Low
20,71,Medium,Low,Medium,65,Low
16,86,Low,Low,Medium,63,Low
21,99,Medium,High,Medium,71,Medium
25,62,Medium,Medium,Low,62,Low
10,95,High,High,Medium,66,Low
22,82,Low,Low,High,65,Low
26,70,High,Low,High,66,Low
18,98,High,Medium,High,71,Medium
24,79,Low,High,High,68,Low
37,73,Medium,Medium,High,72,Medium
19,67,Medium,Medium,High,66,Low
22,70,Medium,Low,Medium,66,Low
16,93,Low,High,Medium,67,Low
21,85,Low,Medium,High,71,Medium
23,97,High,Low,Medium,72,Medium
21,69,Low,Medium,Medium,64,Low
14,65,Low,Low,Low,60,Low
21,60,High,Medium,High,64,Low
29,80,Medium,Medium,Low,70,Low
23,100,Medium,Medium,Medium,72,Medium
26,88,Medium,Medium,Medium,68,Low
19,72,Medium,Medium,Low,62,Low
24,95,Medium,Medium,Medium,68,Low
22,91,High,Medium,,72,Medium
14,61,Medium,Medium,Low,60,Low
22,93,Medium,Low,High,72,Medium
14,72,Low,Medium,Medium,65,Low
16,66,Medium,High,Low,63,Low
21,69,Medium,Medium,Medium,66,Low
22,79,Low,Low,High,65,Low
13,77,Medium,Medium,High,65,Low
26,72,Low,Medium,Medium,67,Low
23,67,Medium,Low,Medium,65,Low
16,90,High,Medium,High,67,Low
11,100,Medium,Low,Medium,66,Low
19,91,Low,High,High,71,Medium
17,72,Medium,Medium,Medium,64,Low
21,70,Low,Medium,Medium,61,Low
18,69,High,Low,High,65,Low
8,65,Medium,Medium,High,61,Low
18,82,High,Low,Medium,64,Low
18,84,High,Low,High,69,Low
24,88,Medium,High,Low,71,Medium
16,87,High,High,High,70,Low
30,72,High,High,Medium,70,Low
9,73,Medium,Low,High,62,Low
28,87,Medium,Medium,Low,73,Medium
19,74,Medium,High,Medium,66,Low
25,69,Medium,Medium,Low,66,Low
20,75,Low,Medium,High,66,Low
27,71,Medium,Medium,Medium,66,Low
18,64,Medium,Medium,High,65,Low
13,93,Low,High,Medium,67,Low
29,94,High,Medium,High,76,Medium
19,69,Medium,Medium,High,66,Low
21,63,Medium,Low,High,63,Low
27,90,Medium,Medium,Medium,71,Medium
14,68,Medium,Low,Medium,63,Low
24,76,High,Low,Medium,67,Low
16,63,Medium,Medium,Medium,63,Low
19,69,High,Medium,Medium,66,Low
20,92,Medium,Low,Medium,72,Medium
11,92,High,High,Medium,70,Low
15,68,High,Medium,Medium,62,Low
28,73,High,Medium,High,69,Low
25,65,Low,Medium,High,66,Low
